,kidney epithelial cell,b cell,cd8-positive alpha-beta t cell,endothelial cell,macrophage,nk cell,cd4-positive helper t cell
KANK2,0.214954642732112,0,0.0532249865195563,0.84092673816179,0.0488653858874074,0.0659222493644889,0.0156056564815795
DOCK6,0.123237389012726,0.0298553268231255,0,1.16215220501548,0.0373265082219679,0,0.0204574956419718
ANGPTL8,0.263449386021567,0,0,0,0.0311526479750779,0,0
TSPAN16,0.00120033609410635,0,0,0,0.0311526479750779,0,0
RAB3D,0.0588135487634643,0.0554349063690806,0.0549985284132582,0.540905393424787,0.662383383679613,0.0709626783851449,0.0661797984528937
TMEM205,0.981472363174784,0.299046787698248,0.245129075040461,0.54399965687802,0.447215398013406,0.309966360794679,0.221900785825529
CCDC159,0.233798929700873,0.240884205812583,0.306904999546985,0.324356976935738,0.588630982091494,0.638449639536952,0.22697358763679
PLPPR2,0.0263610585541152,0.0272015700242387,0.02175753364239,0.532916564690439,0.312842730792512,0,0.0701467463983357
SWSAP1,0.182226248269729,0.342159517349735,0.261179631181772,0.338043861640127,0.273346383994985,0.137856659998421,0.14475313998059
EPOR,0.0150611714689461,0.0632360917120036,0.169737452787977,0.664490365354638,0.203091708299156,0.1080621107844,0.265822998067951
RGL3,0.0752741155926598,0.0293255131964809,0.0291655766024134,1.80673345013669,0.0118994824240141,0,0
RF00019-659,0,0,0,0,0,0,0
CCDC151,0.0193034344511635,0.0577100546828463,0,0.0733250567787572,0.1369572086869,0,0
PRKCSH,0.327425960244106,0.373014917165653,0.333890690472116,0.851833760738373,0.617394382708541,0.442767443547722,0.370698910391792
ELAVL3,0,0,0,0,0,0,0
ZNF653,0.141435419507222,0.0265587278125573,0.0817295881722478,0.38752091558356,0.102968906687799,0.152671755725191,0.279757267862394
MIR7974,0,0,0,0,0,0,0
ECSIT,0.634046345191684,0.247667455253713,0.219215193230087,0.223222386837006,0.219706565420204,0.163037316489766,0.137153375214635
RN7SL833P,0,0,0,0,0,0,0
CNN1,0,0,0,0.0169068386680201,0.000490707818221452,0,0
ELOF1,0.551404067286208,0.391447883896814,0.30333707342504,0.130755484731574,0.335502394448931,0.262016826003562,0.494884589759026
ZNF627,0.239094377723065,0.201037443278472,0.0998101234436035,0.375848992247331,0.213202763197949,0.339966594774759,0.108232118806786
ACP5,0.685301180561827,0.388932249080007,0.0970355331650413,0.0634667572222258,0.430316102281909,0.0543727929355534,0.165688325028393
GAPDHP76,0,0.0586510263929619,0,0,0.0623052959501558,0,0
ZNF887P,0.0168047053174889,0,0,0,0,0,0
HNRNPA1P10,0.018153558582579,0.289019205353477,0.430240165395855,0.105263157894737,0.0496162751753382,0.269772780988053,0.257551592687217
ZNF833P,0,0,0,0,0,0,0
ZNF823,0.331033294476491,0.0703153903882874,0.107087293601135,0.108839632335462,0.0199545848406735,0.147884179617612,0.093283121098471
ZNF441,0.279480129560851,0.696211023065002,0.310740561900792,0.818895297301443,0.167250254443873,0.244352533617092,0.278493359602617
ZNF491,0.033981661624288,0.0586510263929619,0,0.280694479691355,0.00579284618948108,0.0763358778625954,0
ZNF440,0.117701684118619,0.233497120549252,0.204277351807757,0.374820070517691,0.224119780590972,0.127618857239949,0.11165995360738
ZNF439,0.0404232218262385,0.801387679891502,0.307012910541162,0.612846062057897,0.158826762642073,0.35258287691888,0.142460285629357
ZNF69,0.756594345740891,0,0.0573290304524275,0.249179491243864,0.173743295521008,0.0763358778625954,0
ZNF700,0.108691630254286,0.358823239278933,0.340778884056693,0.319865500299554,0.221574068812195,0.269176819169794,0.218698170962255
ZNF763,0.0827665328120945,0.108105216208092,0.0640046982349697,0.246644258499146,0.227284410660883,0,0.0552486187845304
ZNF433-AS1,0.116969985251323,0.270935172646626,0.315452876427362,0.111494232478895,0.201355795622615,0.291102428472679,0.322533827460273
RNA5SP464,0,0,0,0,0,0,0
ZNF433,0.28246631935398,0.0800738124903346,0.119325550759976,0.315141232390153,0.0173434839813137,0.0770825675994385,0
RNA5SP465,0,0.0293255131964809,0,0,0,0,0.0552486187845304
ZNF878,0.0119203031313489,0,0,0,0,0,0
ZNF844,0.429072240904347,0.166764879855942,0.0418312851324121,0.290688398009852,0.170924920530705,0.160698002531328,0.0786234897803206
RNA5SP466,0,0.0227107386435232,0,0,0,0,0
RF00019-660,0,0,0,0,0,0,0
ZNF788P,0.0124210792205411,0.0293255131964809,0,0,0.0623052959501558,0.0040524929534388,0
ZNF20,0.079751434939747,0.0293255131964809,0,0,0.0568162823020483,0.0763358778625954,0
RSL24D1P8,0,0,0,0,0,0,0.0155393827027379
RNA5SP467,0,0,0,0,0.0311526479750779,0,0
ZNF625-ZNF20,0.0221153867586708,0,0,0,0,0,0
ZNF625,0.0358586629002825,0,0,0.210526315789474,0.0934579439252336,0,0
ZNF136,0.211063584657781,0.297680763555062,0.24764470193396,0.584878602153377,0.388278843086457,0.356009050179984,0.349165042460953
ZNF44,0.26734351283676,0.262639829490192,0.612568514475684,0.895703679636905,0.300613422260106,0.568761797294817,0.335739131790498
ZNF563,0.73452697779262,0.242980477397393,0.0928028757641424,0.260264271184018,0.051794575010876,0.0589781499090996,0.264160316952026
ZNF442,0.149010553406919,0.140727613678426,0,0.130991694801732,0.0590100481502735,0,0
RPS29P23,0,0,0,0,0,0,0
ZNF799,0.205510804038162,0.225220308625453,0.0875039832720618,0.519229713239168,0.216994702258957,0.067870584153037,0.0883760873784018
ZNF443,0.130813521592503,0.200468544386699,0.04149377593361,0,0.0914387079042809,0.0763358778625954,0.108952464319724
ZNF709,0.123813025534418,0.0879765395894428,0.04149377593361,0.16645766810367,0.0311526479750779,0.0723638170548068,0
MTND2P40,0,0,0,0,0.0311526479750779,0,0
MTCO1P27,0,0.0293255131964809,0,0,0,0,0
MTCO2P27,0,0.0586510263929619,0,0,0,0,0
MTATP6P27,0,0.00818808756965346,0,0,0,0,0
PPIAP20,0,0,0,0,0,0,0
ZNF564,0.0633976688449115,0.237524135305909,0.404130409491013,0.187212624047932,0.146120558646609,0.318675791034262,0.102474439209996
PGK1P2,0.00363313032432902,0,0.0222946331214113,0,0,0,0.00486472759457583
ZNF490,0.163416107866769,0.18923671853857,0.226490542138019,0.440409337846856,0.189564164925216,0.246663828615014,0.147044506520856
ZNF791,0.317679149483364,0.710142641549498,0.648315931566029,0.736051220015476,0.545396527397298,0.594024182787833,0.40244986186864
RPL10P16,0.127608237790541,0.485501518609587,0.446432869587696,0,0.154392591889402,0.177633685578827,0.374874112849736
MAN2B1,0.0338790851106679,0.428633924803077,0.0931315236566472,0.115177153286181,0.396748746666953,0.145080999563669,0.245362482018234
WDR83,0.427096849729313,0.232325458806281,0.203371370729074,0.122032863215396,0.179767559250567,0.231631179461042,0.135223769351264
WDR83OS,0.0387536643569087,0.027256349686129,0.0139069668484921,0,0.0318319700960058,0.0205346588187545,0.0716132343391687
DHPS,0.189953045534309,0.213755370584751,0.206766530191255,0.17202956237291,0.219146395398078,0.331907609719357,0.387645229614901
GNG14,0,0,0,0,0,0,0
FBXW9,0.379593641914507,0.0586510263929619,0.102193729511435,0.0946832907827277,0.0135652744138724,0.0669158615228784,0.0844495309650569
TNPO2,0.451197525716414,0.144854639981849,0.309994896417832,0.585148070360485,0.310664050304258,0.281882851178409,0.343653963168682
SNORD41,0,0,0,0,0,0,0
TRIR,1.32297061819213,1.00381510650133,1.14889137391233,0.9833598758045,1.09797997805188,1.037482675364,1.05056564122932
ASNA1,1.48532141752245,0.15311723091036,0.424717165127829,0.0472267815941258,0.477583944797516,0.508253214013486,0.273031444180736
BEST2,0,0,0.04149377593361,0,0,0,0
HOOK2,0.260569205561072,0.144119324222688,0.148858375074458,0.667773176494398,0.135341975547814,0.305776210231635,0.133466403128692
MIR5684,0,0,0,0,0,0,0
JUNB,0.0258115172625847,1.034515897331,0.961049698061345,0.800600772154959,1.27547266513016,0.70517136986929,1.58190604955864
PRDX2,2.05947927088386,0.464120077684828,0.422286857460544,0.137345608284599,0.0401203933163224,0.47299340572066,0.621260315344479
THSD8,0.00714578412186125,0,0,0,0,0,0
RNASEH2A,0.0260155192444325,0.14079756331234,0.0588196125267947,0.0598362370541221,0.0580337658478092,0,0.0203913904685342
RTBDN,0,0,0,0,0,0,0
MAST1,0.00829028728385745,0.0293255131964809,0.00176090719294251,0,0,0,0
MIR6794,0,0,0,0,0,0,0
DNASE2,0.0514206903158381,0.169920214460043,0.223127295367451,0.292390134460048,0.627220973233196,0.336080568437358,0.262109050434597
KLF1,0,0,0,0,0.0746608642031471,0,0
GCDH,1.13364765767865,0.159642227715062,0.226555368712334,0.059143560811093,0.128913031560238,0.495887594368622,0.22016312931124
RPS6P25,0.00481974529917394,0.066111207751235,0.142005213810695,0.104149655291909,0,0.246442460604296,0.198598884334222
SYCE2,0.011909396833567,0,0,0,0,0.0763358778625954,0
MIR5695,0,0,0,0,0,0,0
FARSA,0.630309977446723,0.252577658622496,0.42377085507658,0.368710669090873,0.305233624493964,0.787076219347597,0.185939244802486
FARSA-AS1,0,0,0,0,0,0,0
CALR,0.532807732129841,0.397152865065202,0.581106695752297,1.44485665308802,1.05115200750924,0.67486485307112,0.432566615171442
MIR6515,0,0,0,0,0,0,0
RAD23A,0.842009888167531,0.453862045080431,0.474996072128106,0.563578786975459,0.65455928342736,0.498607044001572,0.484484803281436
GADD45GIP1,1.79593169208481,0.602441285362691,0.445205264442689,0.0388855761603305,0.713229619454001,0.405609146329283,0.550776196448184
DAND5,0.00600168047053175,0,0,0,0.0311526479750779,0,0
NFIX,0.373647264631845,0.0381829850484898,0.0145956144293314,0.523516425333525,0.0508068005243937,0,0.00948470732125129
LYL1,0.000388207462509058,1.21341508460884,0.0662703509152678,0.470627162958446,0.805067860448843,0.0497758497718636,0.174150092825705
TRMT1,0.169215443579751,0.352619436610479,0.0898641422081785,0.435173226657667,0.406336975988941,0.133498812449797,0.209048207952173
NACC1,0.492343114781331,0.203290735871212,0.232072206948308,0.17011846492165,0.325739437917311,0,0.0675817444838213
STX10,0.236671407874385,0.204159359603334,0.325250136901729,0.2962608977368,0.48950347165081,0.200209513875364,0.30402471330943
IER2,0.0837793585092774,0.534296498216055,0.754184807268168,0.854542672634125,0.896972591469407,1.01445235778357,0.700378673346662
RPL12P42,0.0130236550205081,0.00972671243102669,0.0494513284121312,0,0.0623052959501558,0.0825180479588399,0.00244945995715442
CACNA1A,0.0116803576545317,0.306676825470239,0.04149377593361,0.20110852090936,0.0674553972167018,0.117135739508476,0.0362778632021741
CCDC130,0.221762421050717,0.436586228109175,0.385811112419204,0.509124543164906,0.303057218452109,0.52807200387234,0.55739098490931
MRI1,0.45945755696829,0.432306893060634,0.440457688605884,0.940066021994541,0.39505580392582,0.496706609621303,0.370526450732466
C19orf53,1.40147190262091,0.731583274660572,0.892357422850439,0.209324542785946,0.850302153565802,0.754341702424843,0.935789989811775
ZSWIM4,0.0730679724457141,0.0403425071246463,0.234116805539586,0.326227392648396,0.128561008013669,0.184945590623462,0.182158036455924
RN7SL619P,0,0,0,0,0.030870170236748,0,0
MIR24-2,0,0,0,0,0,0,0
MIR27A,0,0,0,0,0,0,0
MIR23A,0,0,0,0,0,0,0
NANOS3,0.00526698848205574,0,0,0,0,0.0763358778625954,0
MIR181C,0,0,0,0,0,0,0
MIR181D,0,0,0,0,0,0,0
C19orf57,0.0205499102496654,0.0293255131964809,0,0.0690145894100792,0,0,0.00107044146205839
CC2D1A,0.188017426236396,0.176908016904009,0.181966348060434,0.667305592486733,0.226265357290844,0.276539145990182,0.203522688487946
PODNL1,0.0045794010334063,0,0,0,0.0862940390162008,0,0
DCAF15,0.106568421928368,0.23213459616882,0.239043001317384,0.223265292769984,0.280120663925123,0.215855831408319,0.430835464382699
RFX1,0.260033260810463,0.235704650277616,0.358327190411041,0.603606257313176,0.503714934130695,0.209173875000641,0.22927877389265
RLN3,0,0,0,0,0,0,0
IL27RA,0.000824494960571077,0.260095443172364,0.54025150031717,0.70603389551765,0.399821233990779,0.582354727592177,0.461259782149647
PALM3,0.443466910089197,0.0507204078159724,0,1.31717643737793,0.0545865887793425,0,0.0552486187845304
EEF1DP1,0.0183943862945303,0.157949720004087,0.18278960951631,0,0.0069722906451359,0.20520593214581,0.223135996918652
MISP3,1.17613805265045,0,0.161368838979001,0.0264871898450349,0.046900752920228,0.0415967912164353,0.0487162342387668
MIR1199,0,0,0,0,0,0,0
C19orf67,0.00120033609410635,0,0,0,0.0311526479750779,0,0
SAMD1,0.176065489551397,0.0961660968243551,0.278562381554441,0.505902503666125,0.317382092416472,0.369682404831166,0.165112288617297
PRKACA,0.49590858964082,0.182842118496245,0.237635548184027,0.382639042954696,0.990720321595483,0.217291197248998,0.212066571686149
ASF1B,0.0802363093596749,0.0502777323345285,0.24647590431435,0.0798182186327483,0.0368276088037223,0.339818717869183,0.0561139600053018
ADGRL1,0.0228213439138264,0,0.0849005117455953,0.771580944563213,0.0437072816296159,0.369192439636201,0.171956378781334
RN7SL231P,0,0,0,0,0,0,0
LINC01841,0,0.119834066486079,0.04149377593361,0.210526315789474,0,0.305343511450382,0.0552486187845304
LINC01842,0.00120033609410635,0,0.04149377593361,0,0,0.0763358778625954,0
ADGRE5,0.000292926994553134,0.186267377956172,1.13528377837907,0.305550179356023,0.778090703710217,2.15713773064941,0.568529959994456
DDX39A,0.307681297146248,0.507015794952594,0.57177764526665,0.252328169345856,0.301690106822694,0.657631999208727,0.635930288233151
PKN1,0.320729263571327,0.370882144946157,0.488230954623816,0.708399415016174,0.744721019379446,0.940699160724651,0.30930530366318
PTGER1,0.0181552027614302,0,0,0.288910915977076,0.0275014716888143,0,0
GIPC1,0.832850902340747,0.0980768588281447,0.165698028698996,0.606964184735951,0.0968181940254021,0.289436484111174,0.181509662069668
SNRPGP15,0.208756623255535,0.210536840199725,0.351053717472741,0,0.0934579439252336,0.344740766150351,0.244506836596115
DNAJB1,0.263587875154762,0.182105977962181,0.75277241149384,0.217611698727859,0.275019060228473,0.427420572000947,0.697984666208536
TECR,0.421619780736372,0.330109633658289,0.694457797341327,0.31925299638196,0.312593810840559,0.490325253883391,0.618660680188165
MIR639,0.00120033609410635,0,0,0,0,0,0
NDUFB7,2.26161292615382,0.445163066894952,0.549554601249853,0.242773868535694,1.02205389617388,1.03183843533843,0.509176250320772
CLEC17A,0,0.294513228177325,0,0,0.0577809818065798,0,0
RN7SL337P,0,0.0293255131964809,0,0,0,0,0
RN7SL842P,0,0.117302052785924,0,0,0,0,0
ADGRE3,0,0.0241174753809954,0.0240832799697813,0,0.134424350714758,0,0
ZNF333,0.0593480638361052,0.210724989340103,0.257901611169839,0.443133813456485,0.472942249797215,0.382034006692071,0.282284511387019
ADGRE2,0,0.0145335316308433,0.0216346945289012,0.144341404814469,1.32543700320698,0.0409349326385569,0.0146807835576284
OR7C1,0.0048013443764254,0,0,0,0,0,0
OR7A5,0,0,0,0,0,0,0
OR7A10,0,0,0,0,0,0,0
OR7A8P,0,0,0,0,0,0,0
OR7A2P,0,0,0,0,0.0192192766896661,0,0
OR7A17,0.00120033609410635,0,0,0,0,0,0
OR7A18P,0,0,0,0,0,0,0
OR7A1P,0,0,0,0,0,0,0
OR7A3P,0,0,0,0,0,0,0
OR7A11P,0,0,0,0,0,0,0
OR7A15P,0,0,0,0,0.0311526479750779,0,0
OR7C2,0,0,0,0,0,0,0
SLC1A6,0.00120033609410635,0,0,0,0.0297884807408413,0,0
CCDC105,0,0,0,0,0.0311526479750779,0,0
CASP14,0.00101316168362347,0,0,0,0,0,0
OR1I1,0.0048013443764254,0,0.00104076251449427,0,0,0,0
SYDE1,0.262018098472089,0,0,0.711693857845507,0,0,0
ILVBL,0.36459273776363,0.14905303454469,0.0395068568312776,0.280074795296318,0.191335721179332,0.176307157705758,0.175809720603142
OR10B1P,0,0,0,0,0,0,0
RNU6-782P,0,0,0,0,0,0,0
NOTCH3,0.00023583246299076,0,0.013394109441037,0.27307401205364,0.0197248210045407,0.0176449386218122,0
MIR6795,0,0,0,0,0,0,0
EPHX3,0.00254434025912937,0,0,0.158544680946752,0.0552499227434675,0,0
BRD4,0.588522477198986,0.737398453275304,0.729294855564956,0.907505652465318,0.815478394707415,0.893151025778351,0.618901221050742
AKAP8,0.303764215692325,0.428353716026653,0.438792026883834,0.489164523701919,0.287322521581085,0.38444587793059,0.363259554567917
AKAP8L,0.162309428782269,0.33000968138843,0.482331892266808,0.626655060993998,0.413062622985365,0.431706110712226,0.429000020685776
WIZ,0.363223426646759,0.155215861161084,0.138916579519565,0.450116877806814,0.240657357411964,0.0786028518021562,0.128931640920059
MIR1470,0,0,0,0,0,0,0
RASAL3,0.0119064709974529,0.451434640689067,1.11040818289355,0.0420560140358774,0.25496823412607,1.09042917317107,0.692254170199125
PGLYRP2,0,0,0.0829875518672199,0,0.0311526479750779,0,0.165745856353591
CYP4F22,0,0,0,0,0.0459338096071998,0,0.0438374709029224
CYP4F23P,0.00120033609410635,0,0,0,0,0,0
RPL23AP2,0.0161046509136531,0.080109009295265,0.0835139114579719,0,0.00688170049792138,0.0507601299358688,0.062038972726843
CYP4F8,0.000131693926339475,0.0110721909755136,0,0,0.00176909965146739,0,0
CYP4F3,0.32862219530984,0,0,0.102151215703864,0.040718387591876,0,0
CYP4F10P,0,0,0,0,0,0,0
CYP4F12,0.0160454758045525,0,0,0.322752287513331,0,0,0
OR10H2,0,0.0042245171286843,0,0,0,0,0
OR10H3,0,0,0,0,0,0,0
CYP4F24P,0.000674266858685276,0,0,0,0,0,0
OR10H5,0.0024006721882127,0,0,0.105263157894737,0,0.02286019216057,0
ZNF861P,0,0,0,0,0,0,0
LINC01764,0.0128392854982916,0.0293255131964809,0.04149377593361,0,0,0,0.0245257504078565
UCA1,0.00341473506029564,0,0.0293453343181689,0,0,0,0.000738959368421228
RF02202,0,0,0,0,0,0,0
LINC01835,0,0,0,0,0,0,0
CYP4F36P,0,0,0,0,0,0,0
CYP4F2,0.486472804725793,0,0,0,0.0580174425309321,0,0
CYP4F11,0.273810789488098,0,0,0.173509690636083,0.0311526479750779,0,0
OR10H4,0,0,0,0,0,0,0
CYP4F9P,0,0,0,0,0.0623052959501558,0,0
LINC00661,0,0,0,0,0,0,0
LINC00905,0.00120033609410635,0,0,0,0,0,0
SNX33P1,0,0,0,0,0,0,0
OR1AB1P,0,0,0,0,0,0.0763358778625954,0
LINC01855,0,0,0,0,0,0,0
TPM4,0.323196353210384,0.399225632815767,0.620953919134138,0.963936558836385,0.732231650489884,0.882960278889207,0.341303474398443
RAB8A,1.00133694418901,0.610473456008693,0.713439133157374,0.257435745941965,1.01047501682864,1.0534949521072,0.646266997848426
HSH2D,0,0.776505091017292,0.516037194066028,0.107590493402983,0.167112341551023,2.57343239092645,0.248396555692451
CIB3,0,0,0,0,0,0.00796924929582436,0
FAM32A,0.792207198948618,0.377728399184268,0.522040367992092,0.536539645257749,0.553783285747807,0.554826424720178,0.399658551202953
RF00017-137,0.00120033609410635,0,0,0,0,0,0
AP1M1,0.695500071726264,0.352681485919659,0.493619641528708,0.419469865999724,0.488062606422329,0.748627558691811,0.328344283182977
KLF2,0.00107568341090805,1.26043019152337,0.79251230057499,1.21534331817376,0.973123870209741,1.21045200667479,0.867533847267703
EPS15L1,0.285321143892343,0.290316744808577,0.394766851332178,0.896490944059272,0.253537611055226,0.502110041734826,0.289245930824491
CALR3,0.00120033609410635,0,0,0.105263157894737,0,0,0
C19orf44,0.229838248703134,0.190710019833706,0.0661801798462373,0.470319599854319,0.0428496862869025,0.0620588710289875,0.145066740763122
CHERP,0.37142734181182,0.277404611411332,0.337576499556605,0.401336454090319,0.282965386767996,0.266014021771555,0.357963862340095
RN7SL146P,0,0,0,0,0,0,0
SLC35E1,0.181859196943226,0.218691845443591,0.414577939203666,0.705878839994732,0.422725502134669,0.445304845523743,0.579489403584385
MED26,0.125637652743494,0.283373562733798,0.204348086321502,0.251004335754796,0.33338535017685,0.13445243034654,0.267410402139906
SMIM7,0.890148767749615,0.54870455242322,0.682152857053329,0.779056072862525,0.665677389251852,0.710142142331327,0.551502248117937
TMEM38A,0.064008435069649,0.0509488477734876,0.0111163572651717,0.2909857461327,0.036891325240566,0.0409400736102621,0.0599532996751986
NWD1,0.00201657645170921,0,0,0,0.0117932717748149,0,0
SIN3B,0.275426998426828,0.395161142709318,0.335140272665815,0.730302875920346,0.402906834893509,0.509798978576223,0.301065549007437
F2RL3,0,0,0.0200300869605353,0.791495968166151,0,0.0365480393853806,0
CPAMD8,0.00270530971755588,0.0175421720376113,0.0556802344025418,0.841330185689424,0.0630397462399206,0.202869873692971,0.0295333914993876
RN7SL835P,0,0,0,0,0.0311526479750779,0,0
RN7SL823P,0,0,0,0,0,0,0
HAUS8,0.0759319191204516,0.162912430651377,0.268076645388148,0.127791709648935,0.205902618039806,0.0370467782930563,0.0530236873837466
MYO9B,0.0396535418665634,0.533709763901587,0.696104864856514,0.534429259676682,0.870423851540527,0.582318080973079,0.480821005053283
USE1,0.533957894499118,0.329419083412616,0.217771819518315,0.0962350312032198,0.243535237589915,0.362294445966036,0.350031894873519
OCEL1,0.861117182863587,0.353933885300264,0.199541774960969,0,0.302488056298728,0.0876488021311869,0.342162983193582
NR2F6,1.08843885275846,0,0,0.215684602135106,0,0,0
USHBP1,0.0162186200357459,0,0.0236372235405,1.76703185533222,0,0.0760677133807699,0
BABAM1,0.682194071297685,0.470822608016453,0.458972555998697,0.6642720724407,0.548127487812458,0.723125238909976,0.295606434015938
ANKLE1,0.00200312461848448,0.0293255131964809,0.04149377593361,0,0.0934579439252336,0,0
ABHD8,0.286926415360871,0.12314922998378,0.0744588444341762,0.0760366063368948,0.292066458229707,0.124878566683704,0.139138969927203
MRPL34,2.00399936026434,0.430580424773029,0.582859702377398,0.0951081966098986,0.592728540904797,0.450205807467453,0.648647878051463
DDA1,0.693492634720718,0.265034727337074,0.307737629806538,0.443124360787241,0.352992087138405,0.666856108730986,0.315227218095769
ANO8,0.0271176270914312,0,0.182044114314669,0.403656618218673,0.170710926858064,0.155191793241574,0.195061655169692
GTPBP3,0.189662368836888,0.318785690492199,0.276760819541963,0.403333689037122,0.291144765797434,0.107027838248333,0.247088025288029
PLVAP,0,0,0,0.810674107702155,0.0134467306166794,0,0
CCDC194,0,0,0,0,0,0,0
BST2,0.00110655892812509,0.482496804156261,0.497200141803852,1.15241354452936,0.811281541983287,0.896941655919752,0.316076079980362
BISPR,0.000512302544291259,0.189850951066989,0.493526924695217,0.208734065607974,0.41919510228983,0.728772409544646,0.373773134874375
MVB12A,0.747270397707782,0.177781153983734,0.282671122382785,0.441397419728731,0.449025365051079,0.308015421146655,0.222222665396843
TMEM221,0.00475953232267584,0.00101360958342678,0,0.100835468894557,0,0,0
NXNL1,0,0,0,0,0,0,0
SLC27A1,0.0416008664513962,0.0766434823313067,0.0718121103231343,0.297638315903513,0.207824863748758,0.345117858348002,0.0448245817785105
FAM129C,0.000303790973108823,1.2056262260658,0.0350846987047631,0.0222834612193861,0.0376619156275954,0.0568783519832233,0
COLGALT1,0.0301584425820421,0.256910606563266,0.397436642053216,0.470613669094286,1.05061134668154,0.487805467525511,0.396253083662763
UNC13A,0,0.0293255131964809,0,0.105263157894737,0,0,0
MAP1S,0.202939184117168,0.134275883873187,0.159859391168935,0.303871458455136,0.330511667228933,0.30977124112253,0.146810701209537
FCHO1,0,0.28014868235658,0.281718080963831,0.05480139882941,0.216763665000226,0.370716866077358,0.454044971347514
B3GNT3,0.133636089379211,0,0,0.134767150878906,0,0,0
INSL3,0,0,0.04149377593361,0,0,0,0.165745856353591
JAK3,0.000880027887644051,0.24889149457828,0.605135528440297,0.0748345274674265,0.263919778887728,0.607559544780782,0.928674494775619
RPL18A,2.41950900733736,3.02118185468433,2.17538740080917,0.727739180389203,2.4836832389839,1.49110490493192,2.73403808128768
SNORA68,0,0,0,0,0,0,0
SLC5A5,0,0.00151772320794919,0,0,0,0,0.165745856353591
CCDC124,0.902907417995904,0.168776534912873,0.309145955129283,0.0266913087744462,0.358971343419262,0.388360674144658,0.324178027184629
KCNN1,0,0.0586510263929619,0.12448132780083,0.105263157894737,0,0,0.111671935622863
RNA5SP468,0,0,0,0,0,0,0
ARRDC2,0.00199568383248109,0.430140828457046,0.319239857285844,1.30235141139281,0.378628872079641,0.370673443524892,0.0827492215562591
RPS18P13,0.0024006721882127,0,0,0,0.0311526479750779,0,0
IL12RB1,0.000258835119554911,0.184865838271781,0.422355196659001,0,0.367228661742166,0.875110475616601,0.415430248112968
MAST3,0.16363184217754,0.236584343606076,0.364006633333151,0.129910072527434,0.395101783431579,0.824111252454401,0.204827634669141
PIK3R2,0.115888358217773,0.0586510263929619,0.04149377593361,0.0621764684978284,0.0882775731547228,0,0
IFI30,0.00445822861714998,0.168668536376481,0.024233972383238,0.100136991551048,1.34333235601027,0.01758076944424,0
MPV17L2,0.20889909217916,0.273636388638852,0,0.212814992352536,0.105522365213555,0.0840574257246411,0.0552486187845304
RAB3A,0.175899511982793,0.132820104224241,0.0360647810939931,0,0.06859035283977,0,0.0891949590398462
PDE4C,0,0,0,0,0,0,0
IQCN,0.00161564391624626,0.136721164862082,0.199662902604989,0.0348414358339812,0.0854568837959076,0.0782513413720459,0.198340127481281
JUND,0.779039367268989,1.3961288364839,1.25968079577312,1.20751521305034,1.22541392645639,1.21207361679012,1.44864326487012
MIR3188,0,0.0293255131964809,0.12448132780083,0,0,0.23665253169664,0.377734800728645
RPL39P38,0.00463375606223209,0.0269046532443542,0,0.105263157894737,0.0311526479750779,0.069228645499426,0.0674285519847554
LSM4,1.44134182926093,0.385543664879114,0.475603172887905,0.0627249237738158,0.667669065830492,0.468910457523725,0.383687903209286
RN7SL513P,0.00120033609410635,0,0,0,0,0,0
PGPEP1,1.17497575394975,0.307509137257453,0.428969787858828,0.787220132978339,0.394919885467517,0.725546244674057,0.273255201334453
GDF15,0.128253026492827,0,0.0208114172907786,0.291202178754305,0.0236667535758093,0.0162838651933743,0
MIR3189,0,0,0,0,0,0,0
LRRC25,0.00023464099969659,0.0115749052018364,0,0.252053310996608,1.76768020083228,0.100843183866894,0.021361269344941
SSBP4,0.184534427429173,0.397387567852949,0.528160669929754,0.542150026873538,0.485698950207122,0.69386224755804,0.448751467861523
ISYNA1,0.10055986205354,0.0374311170270366,0.0323562780356506,0.394764846249631,0.015791201517218,0.157139874596632,0.0502462993010632
ELL,0.154219851750076,0.140126453816366,0.370341320255485,0.401259452418277,0.318104336009219,0.217842467868601,0.303307087937607
FKBP8,0.903765436118354,0.246241380326734,0.370850509380404,0.405247692685378,0.564663627437342,0.268811780305309,0.371544587451615
KXD1,0.507107908189003,0.311400608561081,0.498403659314535,0.446816478904925,0.521067509027285,0.723742537598574,0.258866507704087
UBA52,3.02881994733929,2.88525490292356,2.23074447156483,1.38945364136445,3.09714132331521,1.74084046119042,2.76288743769925
CRLF1,0.00315474265478279,0.0188965601655395,0,0.0065939093890943,0,0.018468436394029,0.0382247313610098
REX1BD,1.02174856063806,0.575853113074107,0.764674334605205,0.628695187129472,0.718894363192383,0.606360332656453,0.816827476353935
TMEM59L,0,0,0,0,0,0,0
RN7SL155P,0,0,0,0,0,0,0
KLHL26,0.128516166736893,0.0861125719512313,0.113209583947273,0.205977220284311,0.0192988862129758,0.0906323403802537,0.251513354686084
CRTC1,0.206904075009534,0.144667203737494,0.189913707402732,0.372449602578816,0.203083352507832,0.177669193908458,0.137188457240716
COMP,0,0,0.0162225363165511,0.528470734546059,0.0599186147484824,0,0.0238646486187508
UPF1,0.406421958018452,0.369023348426015,0.464682787656784,0.932996961317564,0.552565623852323,0.388194200988034,0.386362706758699
GDF1,0,0,0,0,0,0,0
CERS1,0.00297028081727019,0,0.04149377593361,0,0,0,0
