,Endothelial Cells,Cardiac Muscle Cells,Hepatocyte,Smooth Muscle Cells,Cardiac Fibroblast,Macrophages
TMEM212,0,0.00389960672109182,0.000366671765146177,0,0,0.00604015548486967
TMEM212-AS1,0,0,0,0,0,0
TMEM212-IT1,0,0,0.00480357170980714,0,0,0
FNDC3B,0.912441595904459,0.710182305870579,0.779765907964089,0.605025093633312,1.59203332731128,0.589882575982326
RPS27AP8,0.0075046904315197,0.00138792505204719,0,0,0,0.135135135135135
RN7SL141P,0.0189064065242574,0.0137990462622818,0.027661627098658,0,0,0
BZW1P1,0.000600171055623783,0.00138792505204719,0,0,0,0
GHSR,0,0,0,0,0,0
TNFSF10,1.58427251611205,0.00351159176753677,0.0431055995320116,0.0288903707856531,0.682964753493667,0.28748776461627
LINC02068,0.0225140712945591,0.000452784148460457,0,0,0,0
SLC31A1P1,0.000300939579618357,0,0,0,0,0
NCEH1,0.272903480179133,0.099717414929253,0.0558727086206113,0.0461326730143916,0.051732515335083,0.435062725801726
RNU6-547P,0,0.00138792505204719,0.00918273645546373,0,0,0.135135135135135
ECT2,0.428922419640713,0.369515086138604,0.780786791975423,0.116687839632636,0.0982414207458496,0.109461343066918
RF00139-5,0,0,0,0,0,0
RNU4-4P,0,0,0,0,0,0
ATP5MC1P4,0,0,0.00110193597164802,0.00432481314684894,0,0
SPATA16,0.00017778167805126,0.00138792505204719,0.0152141275046833,0,0,0.135135135135135
NLGN1,0.00194312072381741,0.18999966635297,0.0980700016897463,0.18018018018018,0.0982965342700481,0
NLGN1-AS1,0,0,0,0,0,0
RN7SKP234,0,0.00138792505204719,0,0,0,0
NAALADL2,0.0511125289120381,0.0293923907442113,0.0411561850126562,0.0891788209880794,0.436291988715529,0
RN7SKP40,0,0.00138792505204719,0,0,0,0
EEF1B2P8,0,0,0,0,0,0
NAALADL2-AS3,0,0,0,0,0,0
NAALADL2-AS2,0,0,0,0,0,0.109569111385861
MIR4789,0,0,0,0,0,0
RNU6-1233P,0,0,0,0,0,0
RNU4-91P,0,0,0,0,0,0
UBE2V1P2,0.019784590789234,0.0295471838546825,0.0542183259520868,0.00436687402360074,0.00242966735363007,0
RNU6-1317P,0.000192436201263771,0,0,0,0,0
NAALADL2-AS1,0,0,0,0,0,0
ACTG1P23,0.000289911624414612,0,0.00150781708424851,0.00372366620613648,0.04,0
EI24P1,0.00714337919711172,0,0,0,0,0
LINC01208,0.000536816741914731,0,0.0156368552489057,0,0,0
MIR7977,0,0,0,0,0,0
RNA5SP147,0,0,0,0,0,0
LINC01209,0.0637083005278911,0.0524697183983596,0.0988097485322488,0,0.04,0
MTND5P15,0,0.00416377515614157,0.00918273645546373,0,0,0
TBL1XR1,0.749889760977094,0.926003536501334,0.958368233782201,0.865227808756334,1.21312089073472,0.550800206693443
TBL1XR1-AS1,0.00165849796602918,0.00102579075788806,0,0,0.04,0.135135135135135
RF00019-173,0,0.00868858473736077,0.00918273645546373,0,0,0
RNU6-681P,0.0075046904315197,0.00197256030017183,0,0.0900900900900901,0.04,0.112447197372849
LINC00501,0,0.00692133668559364,0,0,0,0
ASS1P7,0,0,0.00600626536527832,0.00499801968669032,0.00958567047119141,0
LINC00578,0.00375234521575985,0,0,0,0,0.135135135135135
RN7SKP52,0,0,0,0,0,0
RF00425,0,0,0,0,0,0.0125496314989554
LINC02015,0.00398292921721152,0.00103880599668504,0.00918273645546373,0,0,0
RNU6-1120P,0,0,0,0,0,0
KCNMB2,7.59557336848404e-05,0.0138110970557356,0.0183654729109275,0,0,0
LINC01014,0,0,0,0,0,0
RNA5SP148,0,0,0,0,0,0
PPIAP75,0.00375234521575985,0.00138792505204719,0,0,0,0
KCNMB2-AS1,0.0147305994219449,0.189649937237244,0.367496492886784,0,0,0.0024520768909841
ZMAT3,0.531354603495652,1.12451743498227,0.95651816591771,1.20641032930229,1.03160483765602,0.337772006521354
RF00019-174,0,0,0,0,0,0
PIK3CA,0.811645426084663,0.463391047505187,0.310675043869281,1.16020050376385,1.13064309882745,0.297948752706115
RF00402-5,0,0.00230377377279098,0,0,0,0
KCNMB3,0.107468575339827,0.0562883376744288,0.0548068279515066,0.135135135135135,0.0705830459594727,0.27027027027027
LRRFIP1P1,0.194465963310417,0.0714968393495375,0.0990761095389409,0.101060142891633,0.220964724078774,0
ZNF639,0.458207264546074,0.545895946199575,0.511958192832104,0.343178107931807,0.270222138404846,0.253032349050045
MFN1,0.401383165214176,0.73989283866989,0.654708451790696,0.510268177132349,0.361503999575973,0.28273755113116
GNB4,0.602444189633147,0.746697253522403,0.430419993999904,0.960712322780678,0.453403698325157,0.301495597169206
MTHFD2P7,0.000543113676289456,4.01476950053123e-05,0,0.00877617178736506,0.0104066224098206,0
ACTL6A,0.62349067403049,0.535774432719374,1.31931763550795,0.576202218060021,0.516279217004776,0.36483255753646
MRPL47,0.630488093907108,2.09667269435713,2.00246511329961,0.707948269918225,0.490904179096222,0.37973098497133
NDUFB5,0.805395301360826,2.57771760154978,1.42891031873128,0.747124719727147,0.569473766375333,0.845973870641476
RF01210-7,0,0.00277585010409438,0,0,0,0
USP13,0.294064309628327,1.32535065501453,0.285728015491347,0.134135557724549,0.298365503311157,0.320505058443224
PEX5L,0.000225923452211813,0.0194997808074554,0.0447447488240083,0,0,0.136551963819845
PEX5L-AS1,0,0,0,0,0,0
PEX5L-AS2,0,0,0,0,0.00710250997543335,0
RNA5SP149,0,0,0,0,0,0
GAPDHP36,0,0,0,0,0,0
LINC02053,0,0,0,0,0,0
RF00096-5,0,0,0,0,0,0
RNU6-486P,0.000711392685351631,0,0,0,0,0
TTC14,0.613153388846044,0.500484657598857,0.513487848765375,0.686081007290799,0.849660004980862,0.634288324697598
CCDC39,0.00316011847519293,0.0113436618172237,0.0437951153631709,0,0.08,0.00652433931827545
CCDC39-1,0.00394699543882266,0,0,0,0,0.0029746674605318
CCDC39-AS1,0,0,0,0,0,0
RN7SL229P,0,0,0,0,0,0
FLYWCH1P1,0,0,0,0,0,0.135135135135135
FXR1,0.93128296769806,1.58385458289336,1.37734066142168,0.905411369628734,0.753444506511092,0.542288240548727
DNAJC19,0.648140660580073,1.29560328223571,1.41985178838037,0.94540303247469,1.06315356945992,0.685417629577018
SOX2-OT,0.0541555494852853,0.0227954962615914,0.0788949080960974,0.0900900900900901,0.08,0.329228879883885
RNU6-4P,0.00170871491280103,0,0,0,0.00234704875946045,0.0122699125393017
FAUP2,0,0,0,0,0,0.135135135135135
RPL7AP25,0,0,0,0,0,0
RF01951,0,0,0,0,0,0
RF01953,0,0,0,0,0,0
SOX2,0,0.0280426642325585,0.340281696961055,0.0670540955689576,0,0
RF01954,0,0,0,0,0,0.135135135135135
RN7SL703P,0,0,0,0,0,0
RNA5SP150,0,0,0,0,0,0
LINC01206,0.000302444968729037,0.00138792505204719,0.00125933886669008,0,0,0.405405405405405
RN7SKP265,0,0,0,0,0,0
LINC01994,0,0,0,0,0,0
EIF4EP3,0.000772722845453259,9.3234147899768e-05,0,0,0,0
LINC01995,0,0,0.00248444726206602,0,0,0
RPL7L1P8,0,0.00223981836121749,0.00163510647030245,0,0,0.119720310778231
LINC02031,0,0,0,0,0,0
ATP11B,0.358603647431118,0.269282122348267,0.251584043509102,0.36888416017498,0.362754320323467,0.233766855420293
DCUN1D1,0.43713892242866,0.759479472292025,0.735822854291637,0.556445162307035,0.705145973794162,0.422935856355203
MCCC1,0.1080307698391,0.567098539699539,0.348458128089309,0.188494191110671,0.309941980361938,0.350281638068122
MCCC1-AS1,0.000167255184663841,0.00138792505204719,0,0,0,0
LAMP3,0,0.00323628250879186,0.0222837325626825,0,0,0.0311168464454445
MCF2L2,0.0167825427109037,0.252346000780586,0.155857732664893,0,0.0687914237976074,0.00229540286031929
B3GNT5,0.156090837661142,0.0167754756771468,0.176300319238361,0,0.0590981328487396,0.0753246126948176
RNA5SP151,0.0198532599669236,0.0029437199472802,0.00619536512373126,0,0.0142353754043579,0
LINC00888,0.402787077449276,2.36169336930403,1.216759778525,0.0539891032485275,0,0.437398420797812
SNORA63D,0,0,0,0,0,0
RF01241,0.00375234521575985,0.00277585010409438,0,0,0.04,0
SNORA63E,0,0,0,0,0,0
RF00394-1,0,0,0,0,0,0
KLHL6,0.190092839364235,0.000248753288237276,0.00785054598958039,0,0,0.316898572183139
KLHL6-AS1,0.0112570356472795,0,0.0130806884380302,0,0,0.135135135135135
KLHL24,0.727696702732594,0.453394721074858,0.194002037137555,0.65548966212517,1.02896382153034,0.464622546893519
YEATS2,0.554383629197028,0.429954490332368,0.480261680289515,0.205206973058683,0.235899314314127,0.250531184411532
YEATS2-AS1,0.00375234521575985,0.0196553610167017,0.0337264439291205,0,0,0
MAP6D1,0,0.0138792505204719,0.036615625666959,0,0,0
PARL,0.398195283736957,0.912654815236783,1.12937075690571,0.335158912448196,0.305845428466797,0.127695209271199
RPSAP31,0,0.00277585010409438,0,0,0,0
MIR4448,0,0,0,0,0,0
CYP2AB1P,0,0,0,0,0.04,0.0628567708505166
ABCC5,0.178768329641749,0.59898887886572,0.383792086356449,0.347382532583701,0.360490634970367,0.292041588473964
ABCC5-AS1,7.24035456748662e-05,0,0,0,0,0
EEF1A1P8,0.00882269472834317,0.00147429323916134,0.002101239203531,0.0275849275760822,0.0311399793624878,0.00602325233253273
HTR3D,0,0.00138792505204719,0,0,0,0.135135135135135
HTR3C,0.00375234521575985,0,0.000740694441414405,0,0,0
HTR3C2P,0,0,0.00918273645546373,0,0,0
RF00019-175,0,0,0,0,0,0
HTR3E-AS1,0,0.0111034004163775,0,0,0,0
HTR3E,0,0.00400253523562535,0,0,0,0
HSP90AA5P,0.0022062326126206,8.26454903002335e-05,0.0133302058508026,0.0238056805756715,0.0273739528656006,0.00921090954058879
EIF2B5,0.400864498947675,0.594651193820628,0.571716988929594,0.382226418804478,0.482306589454412,0.530181246331415
DVL3,0.373823779712363,1.18626503090657,0.98495060317663,0.635399901652121,0.428178216613829,0.483769579966729
AP2M1,1.28497217171013,2.25518273383606,1.87858420572115,1.36677705999967,1.20332923948765,1.22019117063767
ABCF3,0.396920963819881,0.509160590370358,0.526684799415459,0.295802824132077,0.376041167378426,0.465203821659088
VWA5B2,0.00256612251668218,0.00138792505204719,0.105968508783889,0,0,0.096826830425778
MIR1224,0,0,0,0,0,0
ALG3,0.372593551206684,0.54198733229839,0.966281983833777,0.0530258524525273,0.327178452968597,0.135096541933111
EEF1AKMT4,0.139329593803377,0.42640109947785,0.70073829630956,0,0.0518443717956543,0.104855092796119
EEF1AKMT4-ECE2,0,0,0,0,0,0
CAMK2N2,0.00729474788758813,0.0561281005348454,0.137243254454011,0.045045045045045,0.04,0
ECE2,0,0,0,0,0,0
PSMD2,0.666104774983464,1.50334267205947,1.44704920593461,0.558674658338229,0.688206114590168,0.484534864490097
EIF4G1,1.03047793661567,1.07753796977231,0.914952373797462,0.515659143292421,0.636420630805194,0.393835831685243
SNORD66,0,0,0,0,0,0
FAM131A,0.414000618256503,0.2226630975396,0.243275933255013,0.560577133217373,0.291343788027763,0.0915617774920286
CLCN2,0.0849494960026267,0.163570532874876,0.261810684663862,0.045045045045045,0.0775447006225586,0.306307837769792
POLR2H,0.488505428526236,0.985668616618323,1.43207379565313,0.590801165078406,0.536693359375,0.450118161536552
THPO,0,0.102007920538527,0.17790999447566,0.0900900900900901,0.04,0.00190499163157231
CHRD,0.0803096089980392,0.135730388725408,0.125367819934509,2.29058089919455,1.36975570201874,0
LINC02054,0,0.00138792505204719,0.00952044553555295,0,0,0
LINC01839,0,0,0,0,0,0
LINC01840,0,0.00416377515614157,0,0,0,0
EPHB3,0.00419251404381156,1.93966977639404,0.0855205296047025,0.131012847831657,0.0147786169052124,0
MAGEF1,0.110524888154937,2.68997512024198,1.61847255096401,0.779861437576311,0.518683815956116,0.295491958389411
LINC02069,0,0.000829477330035091,0.00918273645546373,0,0,0
VPS8,0.323411826920428,0.544287016042647,0.334765906066824,0.422334145855259,0.32149759092927,0.631777589385574
C3orf70,0.154686188384695,0.059176146479467,0.106595366016455,1.51323486233617,1.07725124740601,0.135135135135135
EHHADH-AS1,0,0,0,0.0124844559678086,0,0
EHHADH,0.0932533168574659,0.0357100089501375,0.0897839534873805,0.0719006684449342,0.0483474718630314,0.308256873810613
EIF2S2P2,0.0112570356472795,0.00928363707394835,0.0236057149258308,0.045045045045045,0,0
MIR5588,0,0,0,0,0,0
MAP3K13,0.714611525214356,0.280233874327602,0.367595276967225,0.69368629036723,0.711813686609268,0.281056897865759
RPL4P4,0.0348086439184914,0.101523344852625,0.142766719979907,0.065406807572455,0.150678793400526,0.330764352469831
TMEM41A,0.327380600587533,0.805142361259296,0.527034231631771,0.271437051059963,0.400091314643621,0.224496551462122
LIPH,0.000448435332493308,0.0131866777795293,0.0163256430209942,0,0.240564389824867,0
SENP2,0.254053103984604,0.520065573805078,0.443961979669097,0.321191323660985,0.579611546836793,0.103687834095311
IGF2BP2,0.0611429183165531,2.41845674245081,2.2101560017732,0.0455390547846889,0.142745855033398,0.16472728832348
IGF2BP2-AS1,0,0.00874450062811995,0.0573753159565045,0.00285611335221712,0,0
MIR548AQ,0,0,0,0,0,0
TRA2B,0.763245503889226,0.709600555596874,0.873704335477829,0.893438704118871,0.798743960544467,1.0640498908438
NMRAL2P,0,0,0.00248109823635021,0,0.32,0.135135135135135
ETV5,0.327302563617506,0.635716542541608,0.337077619944921,0.231112462980253,0.340571966201067,0.468485110514873
RF00017-35,0.0102436251756622,0.0223350622189037,0.0582706203583296,0,0,0.00365853551271799
ETV5-AS1,0,0,0,0,0,0
DGKG,0.0325828512609844,0.00277629578634735,6.20306605478292e-05,0.832135492616946,0,0.0948247215836435
LINC02020,0,0,0,0,0,0
LINC02052,0.00017021158622756,0,0.00192055732860162,0,0,0.0209183306307406
LINC02051,0,0,0,0,0,0
CRYGS,0.125241071153537,0.037117923687598,0.0564330885232973,0.0900900900900901,0.12,0.144439222039403
TBCCD1,0.262188178432955,0.186970672065148,0.119688820521475,0.312891635808859,0.262411243140697,0.170449740983344
DNAJB11,0.852197715808685,0.752903821065474,1.07381751709528,0.206466027208277,0.447435570001602,0.359305355999921
AHSG,0,0.0398965899105456,1.79815123768658,0,0.00046806412935257,0
RF00017-36,0.000442938464667515,0,0.00918273645546373,0,0.04,0
FETUB,0,0,0.216919740916831,0,0,0
HRG,0,0,0.074289364865113,0,0,0
KNG1,0.000163628141383516,0.015542615564394,0.885498519442955,0,0,0.0066391277957607
PSMD10P2,7.58334630873145e-05,0,0,0,0,0
RNU6-1105P,0,0,0,0,0,0
GPS2P2,0,0,0,0,0,0
EIF4A2,1.3467771002897,1.71152749488041,1.47310943122957,1.79777707605883,1.84151473239064,1.16991257481277
SNORD2,0,0,0,0,0,0
SNORA63B,0,0,0,0,0,0
MIR1248,0,0,0,0,0,0
SNORA81,0,0,0,0,0,0
SNORA63,0,0,0,0,0,0
SNORA4,0,0,0,0,0,0
RFC4,0.195854653583011,0.582076877889163,1.33165307511311,0.310543474850354,0.133508697509766,0.405080647081942
LINC02043,0.0154277097916066,0.0269425554957181,0.0448168701157863,0,0.000507043361663818,0.0103902546940623
ADIPOQ,0,0.00138792505204719,0,0,0.000603839457035065,0
ADIPOQ-AS1,0.00107886249978815,0,0.00110717012424662,0.00571181860056009,0,0
RPS20P14,0.0242636202437904,0.0171445749865523,0.0397144833954241,0.0124718997929547,0.056104019343853,0.0754323875581896
ST6GAL1,0.409548204524642,0.286436351478141,0.152003779733695,0.229477789588608,0.00974135303497315,0.268370539755435
RPL39L,0.0822056811030318,0.945183316317803,0.945780391918617,0.491359401393581,0.472586616322398,0.312108735780458
RTP1,0.00375234521575985,0.00138792505204719,0,0,0,0
MASP1,0,4.10737552750367,0.283503240899716,0.239174269072644,1.29152599057555,0.362810573062381
RTP4,0.483351147577418,0.000950812234554251,0,0.164296562607224,0.0943624420166016,0.400937789195293
RF01210-8,0,0,0,0,0,0
LINC02041,0,0.00277585010409438,0.0315457040613348,0,0,0
SST,0,0.087611579497931,0.123010166420424,0,0,0
RTP2,0.00375234521575985,0,0,0,0.0337963790893555,0
BCL6,0.0919544809625447,0.0357797848504091,0.0740266369845585,0.745562792520735,1.21585172528028,0.266065663985304
LINC01991,0,0,0.00918273645546373,0,0,0
LPP-AS2,0.0376703464822742,0.141355423592057,0.0725913771365738,0.00948019715042802,0.117737319946289,0
LPP,0.913555270292941,1.10252404798967,0.879973649674183,2.56570255252961,1.18424697311223,0.306662374666917
LPP-AS1,0,0,0,0,0,0
MIR28,0,0,0,0,0,0
TPRG1-AS1,0.0133675281818096,0.0125066548730664,0,0,0.150054641723633,0
TPRG1,0,0.00369638352655521,0.00657701875443191,0,0.433006707668304,0
TPRG1-AS2,0,0,0,0,0,0
TP63,0.0378460611861486,0.00433830453818412,0.177678130327615,0.000508132583654679,0.0791917419433594,0
MIR944,0,0,0,0,0,0
P3H2,0.0188086978675305,1.54826799728116,0.644213806991735,0.0452073778252344,0,0.240333576460142
MTAPP2,0.000166287920376597,0.0325992269204938,0.0339337078336185,0,0,0
P3H2-AS1,0.0075046904315197,0.348738890468537,0.0105725919795321,0.045045045045045,0.00253435254096985,0
RNU6-1109P,0,0,0,0,0,0
NMNAT1P3,0,0.00693962526023595,0,0,0,0
CLDN1,0.00362023370127293,0.00484176729388902,0.488258717555973,0.0216910624289298,0.0233628454208374,0.0372200269956846
CLDN16,0.00375234521575985,0.0139477574188291,0.0605687304742846,0,0,0.135135135135135
TMEM207,0.000183298529648199,0,0.00620939536747087,0,0,0.0636464454032279
IL1RAP,0.177161646985203,0.120651863115186,0.237543325286266,0,0.176846269488335,0.207557215783242
GCNT1P3,0,0.0101785049266405,0.0112059394409068,0,0,0
RN7SKP296,0,0,0,0,0,0
LINC02013,0,0,0,0,0,0
CCT6P4,0.000459437388192869,0.00138792505204719,0,0,0,0
GMNC,5.85827102804273e-05,0.000605814097905473,0,0,0,0
OSTN,0,0.00555170020818876,0,0.00218702745330226,0.16,0
OSTN-AS1,0,0,0,0,0.0257271938323975,0
UTS2B,0.0187920134074245,0.0290730248715297,0.00331080036496109,0.0204252015362989,0.167604930877686,0
CCDC50,1.68168849308065,0.736149612546748,0.810438498714383,0.73100375431078,1.26073824344948,0.337187042988434
PYDC2,0.000375583068962169,0.00138792505204719,0,0,0,0
RF00019-176,0,0,0,0,0,0
RN7SKP222,0,0,0.00918273645546373,0,0,0
FGF12,1.23364714387224,0.256977189778454,0.243753630377154,0,0.160617942810059,0
FGF12-AS1,0.00375234521575985,0,0.0024048253086535,0,0,0
FGF12-AS2,0.0075046904315197,0.0124913254684247,0,0,0,0.135135135135135
FGF12-AS3,0.0337711069418387,0.0221747203141265,0,0,0,0.00809262169374002
RF01210-9,0,0,0,0,0,0
RNU1-20P,0,0,0,0,0,0
MB21D2,0.122165027031532,0.276043734667948,0.447623088230662,0.0380549559722076,0.378549605369568,0.095828745816205
VEZF1P1,0.00120501573045527,0,0.0109882675473902,0,0,0.135135135135135
HRASLS,0.0219181704029133,1.87969338229594,0.380633871964734,0,0.0393290252685547,0.135135135135135
ATP13A5,0.000195165319581416,0.00254606939205935,0.00348105071552091,0,0,0.135135135135135
ATP13A5-AS1,0,0.0971547536433033,0.0413626617417629,0,0,0
ATP13A4,0.0034889854588607,0.00837862111064479,0.0204840012072586,0.0494199475055342,0.0638090662956238,0
ATP13A4-AS1,0,0,0,0,0,0
OPA1,0.475224582451146,0.94247292647504,0.532391604494485,0.447294358164072,0.32057607537508,0.553505059986098
OPA1-AS1,0.00375234521575985,0.00138792505204719,0,0,0,0
RF00019-177,0,0.00138792505204719,0.0254371706994988,0,0,0
RN7SL447P,0,0,0,0,0,0
LINC02038,0,0,0.0459136822773186,0,0,0
LINC02026,0,0.0138792505204719,0,0,0,0
DPPA2P3,0,0,0,0,0,0
LINC02028,0.000132945487467925,0.127533570103642,0.0606369744538166,0,0.00870449542999268,0
HES1,0.652715999893075,0.338665634581508,0.845491466826534,0.914597913001974,0.660373452812433,0.139173914451857
RN7SL215P,0,0,0,0,0,0
LINC02036,0,0.029441729988347,0.0706005350398404,0.045045045045045,0,0
LINC02037,0,0,0,0,0,0
LINC02048,0,0,0,0,0,0
LINC00887,0.0285160646205995,0.0272102353144321,0.0543174971343181,0,0.000588101267814636,0.0966902810174066
CPN2,0,0.00786885301906313,0.0635303767916256,0,0,0
LRRC15,0,0,0.00627201472651094,0,0,0
GP5,3.46090120401436e-05,0.00444097657901888,0.00858788888754376,0,0,0
ATP13A3,0.681614818001833,1.28810980010682,0.444031719070465,0.406336253727073,0.482776224836707,0.352768989216939
LINC00884,0.0295409805555505,0.0690595830008026,0.00931060128084994,0.0900900900900901,0,0
RNU6-1101P,0,0,0,0,0,0
RPL23AP93,8.50555317486876e-05,0.00138792505204719,0,0,0,0
TMEM44-AS1,0.0833068639655051,0.264461065505132,0.16569895690685,0,0.159347511291504,0
TMEM44,1.0745989257634,0.215057208610855,0.257640166989809,0.109634433780705,0.061724778175354,0.191690225858946
LSG1,0.48949001456976,0.432518119436846,0.574708409217435,0.203319700988563,0.290687809467316,0.472204262340391
FAM43A,1.25894433720418,0.0361956945274705,0.106767841360786,0.327150246581516,0.19406680393219,0.103232921780767
LINC01968,0,0,0.000780009314814656,0,0,0
LINC01972,0,0.00435717064502089,0.00918273645546373,0.045045045045045,0,0
XXYLT1,0.300179678235224,1.08366545821998,0.763791269897265,0.173195013054856,0.0768491611480713,0.332118417765643
XXYLT1-AS1,0,0.00138792505204719,0,0,0,0
MIR3137,0,0.00138792505204719,0,0,0,0
RN7SL36P,0,0.00555170020818876,0.00918273645546373,0,0,0.0417057050241006
XXYLT1-AS2,0.0863039399624766,0,0,0,0,0
RNU6-25P,0,0,0,0,0,0
ACAP2,1.04065549963977,0.497657713546346,0.422893142606464,0.610215315007949,0.569875209748745,0.665280020921617
ACAP2-IT1,0,0.0138836755097367,0.00444348412330705,0,0,0
RF00019-178,0,0.00277585010409438,0,0,0,0
PPP1R2,0.641314253203333,0.662335810286564,0.437372645891731,0.610813939708981,0.460760000862181,0.519922099982363
RNU6ATAC24P,0.00587618131798606,0.0103547016503826,0,0,0,0.135135135135135
RN7SL73P,0.00375234521575985,0.009267523088528,0.00383350715602178,0,0,0
APOD,0.310087154921333,0.00288334491350517,0.0597322511976744,0.625770525755109,2.22160821735859,0.0117299548677496
MUC20P1,0,0.00138792505204719,0,0,0,0
MUC20-OT1,0.473152858081429,0.424139134362495,0.339215751411522,0.726477894462175,0.541112775146961,0.454340787365328
SDHAP2,0,0,0,0,0,0
MIR570,0,0,0,0,0,0
SMBD1P,0,0,0,0,0,0
MUC20,0.0525034876746487,0.227490416282916,0.0661236474117738,0.15303947689297,0.0336213395595551,0.109363401258314
MUC4,0.00302002434435302,0.0207127830537138,0.0198856864750549,0,0,0
LINC01983,0,0.000824882221420468,0,0,0,0
KIF3AP1,0,0,0,0,0,0
TNK2,0.128084902825991,0.227140312551377,0.116418803170583,0.135137672896858,0.135951780319214,0.220838437209258
MIR6829,0,0,0,0,0,0
TNK2-AS1,0,0.0125881561051633,0.00629006666913834,0,0,0
RNU2-11P,0,0.0118661276918579,0,0,0,0
SDHAP1,0.153707190210919,0.127578153546982,0.205818960256704,0.38415856191234,0.359691630192101,0.236826957883062
TFRC,0.133547525924908,0.698933920365067,0.314263784809806,0.121141296786231,0.26598128080368,0.630858132061926
RNU7-18P,0,0.000464720630050119,0,0,0,0
LINC00885,0,0,0.00639667414655589,0,0,0.135135135135135
ZDHHC19,0,0.00192384925838314,0.00686314655510628,0,0,0
RF00019-179,0,0,0,0,0,0
SLC51A,0.0400406159334737,0.0196156866595118,0.175258305556627,0.115167579135379,0.185503349304199,0.259745224102123
PCYT1A,0.577301529083422,0.616124826942691,0.416952740554967,0.267837811294977,0.403332548588514,0.501761700152545
TCTEX1D2,0.243816041775873,1.47685188131974,1.51720812864759,0.165855688017768,0.417258907318115,0.208619377500302
TM4SF19-TCTEX1D2,5.01661765866163e-05,0.0111034004163775,0.027323174629877,0,0,0
TM4SF19-AS1,0.0150093808630394,0.0563219146543208,0.0185606814613027,0,0,0.135135135135135
TM4SF19,0,0.000812326811155786,0,0,0,0.135135135135135
RNU6-910P,0,0,0,0,0,0
UBXN7,0.546947407947878,0.601864014204015,0.67792115710792,0.549455174773529,0.701271690368652,0.33677906502743
RNU6-1279P,0,0,0,0,0,0
RN7SL434P,0,0.00416377515614157,0,0,0,0
RN7SL738P,0,0.00286690902577598,0,0,0,0
UBXN7-AS1,0,0.0151641030347984,0.00918273645546373,0,0,0
RNF168,0.767974346378507,0.320173089672591,0.366168564604553,0.314490520202362,0.791644672200084,0.238689519263603
SMCO1,0.00446541358561274,0.11452850683293,0.0642791551882461,0,0,0.27027027027027
RPS29P3,0.0114350273674022,0.00555170020818876,0.0275482093663912,0.045045045045045,0.00457029831409454,0.00341209205421242
WDR53,0.145829261445194,0.143269874328214,0.274644453396646,0.156596736865001,0.186689965493977,0.195200050199354
FBXO45,0.463668578583572,0.455992825080089,0.556998587973737,0.310809157990121,0.282004556953907,0
LINC01063,0.0675130650876387,0.123924036806942,0.095480156119971,0,0,0
NRROS,0.202504066805623,0.00354913579846818,0.00744404455628058,0,0,0.144163898519568
PIGX,0.286213298867444,0.993426461052473,0.805764313653809,0.417461573507066,0.469030947193503,0.44773150134731
CEP19,0.161344324333303,0.32619266902962,0.259577934133339,0.0831447292018581,0.159747024536133,0.192424210342201
RNU6-646P,0,0,0,0,0,0
PAK2,1.26281628311554,0.938593997113991,1.21447602315584,0.623032708803343,0.523584767341614,0.693976311667545
RNU4-89P,0,0.00277585010409438,0.00918273645546373,0,0,0.135135135135135
RNU6-42P,0,0,0,0,0.00554227638244629,0
SENP5,0.406840485520311,0.526126001362665,0.629560797262331,0.459988875935475,0.558966933257878,0.335531848105224
NCBP2,0.588505438566348,0.933324175051399,1.17763519983249,0.36732232936465,0.582848115369678,0.708045130645907
NCBP2-AS1,0.00375234521575985,0.0150483283295059,0.0261480676897958,0,0,0.00557930405075486
NCBP2-AS2,0.571321325248027,1.23245939285204,1.00517515965401,0.571811620179597,0.488284393787384,0.503173658976684
PIGZ,0.242079737754521,0.132180693462274,0.0587308110174944,0.220109791369052,0.279358402967453,0.247698861199456
RPSAP69,0,0.00731172416046376,0.0285322593099158,0.00558929668890463,0,0.00233698616156707
MELTF,0.00180411363268659,0.333172070351348,0.187695055697165,0.0361309716024914,0.382364117622375,0.291123435303972
MELTF-AS1,0.0545126327206896,0.468124420158074,0.336357983566403,0.0851756774627411,0.105909646987915,0
DLG1,0.438408794175086,0.471904238264317,0.747301581239583,0.424583188929335,0.455467919491231,0.305942266978122
MIR4797,0,0,0,0,0,0
DLG1-AS1,7.59614173735284e-05,0.0208092240142293,0.0546502576605567,0,0,0
LINC02012,0.00375234521575985,0.0420527517754199,0.00752005191764446,0,0,0
BDH1,0.00417036500254447,0.39523171091725,0.183220235003146,0,0.0111775341033936,0.0797477090680921
RUBCN,0.295522925995752,0.216564582300674,0.172568361433112,0.35918616443067,0.237400664076209,0.184272132260171
MIR922,0,0,0,0,0,0
FYTTD1,0.945723167533757,0.937055949422245,0.664085230387275,0.777237202670123,0.648877195388079,0.259041199813018
LRCH3,0.403894179990589,0.472512469005866,0.456543691326326,0.526695111095234,0.540158198203892,0.200771189219243
IQCG,0.14435184355301,0.255055482328807,0.274164727185164,0.241303052988138,0.111422072410583,0.119909943761052
RNU6-858P,0,0,0,0,0,0
RPL35A,2.31654630077472,2.9175726099696,3.05381845243966,1.90930149113541,2.10416410982236,2.01070009031006
LMLN,0.219829780040885,0.315909917585391,0.231559528080666,0.052434686067942,0.385990766853094,0
RNU6-621P,0,0,0,0,0,0
